Text,Target
"it can be a primary, secondary (suppression) and eradicating one.",0
"inflammatorycomplicationswhichfollowthe caesareansectioncanoccurin30to85%ofoperated patients [2, 3].",0
"the most frequent complications which follow the caesarean sections are as follows: endometritis, urinary",0
the basic significance of antibiotic in the prevention of surgical infection is based on the reduction of e,0
"however, there is controversy about which antibiotics should be used.",0
objective to investigate the efficacy of a single dose preoperative administration of ceftriaxone and cefaz,0
"the P_K of antibiotics were estimated immediately and 6 hours following the operation, as well as in the P",0
the estimation of antibiotic concentration was done by the method of liquid chromatography.,0
"the S_T_U_D_Y criteria were: the use of therapeutic antibiotics, allergy to cephalosporins or concurrent u",0
all patients were followed up for clinical postoperative course and possible incidence of infection.,0
"in tables 1 and 2 are shown: patient characteristics, P_G, indication for caesarean section, duration of c",0
these parameters did not influence the total number of postoperative infective complications.,0
in the group of non-P_G women the concentration of cefazolin was above the mic for sensitive bacteria (tabl,0
S_T_U_D_Y 1.,0
S_T_U_D_Y 4.,0
hospital course of all patients according to prophylactic regimen* parameter group 1 group 2 operative time,0
the mean P_K of the S_T_U_D_Y antibiotics in the P_G were V_E_R_B (ceftriaxone Ã”Ã¸Î© 1.6 ?g/ ml and cefazolin Ã”Ã¸Î©,0
our study was done on the V_E_R_B risk population for development of infection (elective caesarean section,0
"in the first group of P_G women who were preoperatively S_T_U_D_Y ceftriaxone, the total number of infecti",0
post-operative febrile morbidities were found in one of the patients (2.2%) and also one of the patients ha,0
V_E_R_B incidence of infection-related morbidity was encountered by following caesarean section [4].,0
"in a large prospective study of nielsen and hÃ”Ã¸Î©kegÃ”Ã¸Î©rd [7], they demonstrated an overall infection rate of 1",0
a V_E_R_B number of studies investigated the efficacy of antibiotic prophylaxis on the low risk populationf,0
"there is a controversy regarding the use of antibiotic prophylaxis in elective caesarean section [3, 4].",0
the proportion of obstetricians who use antibiotic prophylaxis routinely issmall.asurveyofallmaternityclini,0
the routine use of cefazolin is not recommended in elective caesarean section when febrile morbidity is V_E,0
in the study of lang et al. [14] the concentration of ceftrixone in motherÃ”Ã¸Î©s blood after application of 1 g,0
"in novelli study [15], pharmacokinetics and P_K of antibiotics in plasma are in direct connection to the a",0
"because of ceftriaxoneÃ”Ã¸Î©s V_E_R_B and saturable S_T_U_D_Y to albumin, its free fraction varies with time, d",0
"also, body-fluidshiftsmayhaveadramaticimpacton serum drug P_K [17].",0
 mepivacaine for spinal anesthesia in P_G undergoing elective cesarean delivery: P_G and neonatal plasma P_,0
h.,0
l.,0
schlÃ”Ã¸Î©Ã”Ã¸Î©er2 n.,0
l'allemand1 r.,0
brandes3 a.,0
kaufmann4 p.,0
a.,0
fortschritte in der geburtshilflich-operativen technik mit kÃ”Ã¸Î©rzerer operationsdauer rechtfertigen allerdin,0
ergebnisse: die motorische blockade (induktion Ã”Ã¸Î© bromage 0) dauerte 113  20 min.,0
"die effektive analgesie, definiert als der zeitraum, in dem die mÃ”Ã¸Î©tterliche schmerzintensitÃ”Ã¸Î©t auf einer 10",0
"die mÃ”Ã¸Î©tterliche und fetale freie mepivacain-plasmakonzentration betrug 0,18  0,05 abstract objective: wor",0
"however, advances in surgical technique and V_E_R_B duration of surgery make short-acting local anesthetic",0
results: motor block (induction Ã”Ã¸Î© bromage 0) duration lasted 113  20 min.,0
effective analgesia (vas Ã”Ã¸Î© 40) was 128  35 min.,0
"apgar scores, nacscores and the P_G blood analysis showed no evidence of neonatal depression.",0
"originalarticle ""314"", 2.12.03/dk kÃ”Ã¸Î©then gmbh 518 downloadedby:westvirginiauniversity.copyrightedmateria",0
"bupivacaine is commonly used for spinal anesthesia in P_G undergoing cesarean delivery [8, 16], however, a",0
several reports demonstrated beneficial effects of adding the synthetic opioid fentanyl to a variety of lo,0
"furthermore, we assessed the effect of mepivacaine combined with fentanyl on sensory, analgesic and motor",0
"in accordance with kÃ”Ã¸Î©hler et al. [14], spinal anesthesia was S_T_U_D_Y with the parturient in the sitting",0
a standardized dose of 60 mg 4% hyperbaric mepivacaine plus 10 g fentanyl was S_T_U_D_Y intrathecally.,0
"thereafter, spinal block characteristics were assessed at 15 min intervals until complete recovery of moto",0
"the presence or absence of adverse effects, including nausea, vomiting, pruritus, backache, neurological d",0
plasma was separated by centrifugation and stored at Ã”Ã¸Î©208c until analysis.,0
the total and free mepivacaine plasma P_K were determined by V_E_R_B pressure liquid chromatography (hplc),0
"the neonatal neurologic and adaptive capacity score (nacscore, [3]) was performed by a neonatologist not o",0
"data are presented as mean  standard deviation, range or median.",0
"das feto-maternale verhÃ”Ã¸Î©ltnis (uv/mvratio) der freien mepivacain-plasmakonzentration entsprach 0,56.",0
weder die erhobenen apgar- und nacs-scores noch die umbilikalen blutgas- und sÃ”Ã¸Î©ure-basenbestimmungen zeigte,0
schlÃ”Ã¸Î©sselwÃ”Ã¸Î©rter analgetika Ã”Ã¸Î© lokalanÃ”Ã¸Î©sthetika Ã”Ã¸Î© opioide Ã”Ã¸Î© anÃ”Ã¸Î©sthesie Ã”Ã¸Î© spinalanÃ”Ã¸Î©sthesie Ã”Ã¸Î© analgesie Ã”Ã¸Î© intra,0
"results all 11 P_G (american society of anesthesiology physical status i, 31  5 years, 165  6 cm, 86  1",0
duration of surgery was 21  5 min.,0
S_T_U_D_Y 2 depicts the neonatal data.,0
discussion we demonstrated that 60 mg of 4% hyperbaric mepivacaine combined with 10 g fentanyl for spinal,0
we have chosen fentanyl in conjunction with mepivacaine to prolong the duration of postoperative analgesia,0
transient neurologic symptoms have been reported after spinal administration of mepivacaine [18] and bupiva,0
"following intermittent administration of mepivacaine (6.6 mg/kg), mepivacaine plasma P_K were sufficiently",0
"in the present study, mean total mepivacaine dose S_T_U_D_Y intrathecally was 0.7  0.3 mg/ kg, reducing t",0
"in our study, nacscores at 15 and 120 min were satisfactory (_ 35) in 10 out of the 11 neonates, however,",0
"yet, the nacscore at 120 min was 37 out of 40, with no further signs of neonatal depression.",0
"mepivacaine for spinal anesthesia _ zentralbl gynakol 2003; 125: 518Ã”Ã¸Î©521 originalarticle ""314"", 2.12.03/",0
"in conclusion, particularly with short duration of surgery, intrathecal mepivacaine in combination with fe",0
no P_G adverse side effects were noted within the first 72 hrs after surgery.,0
m.,0
"davison, and p.",0
"baylis department of obstetrics and P_G, princess mary maternity hospital, newcastle upon tyne ne2 3bd; an",0
"davison, and p.",0
h.,0
baylis.,0
"it has been suggested that oxytocinase has no activity in vivo (1, 12), but these studies used ot assays w",0
"we have therefore combined techniques of complete oxytocinase inhibition (4, 15) with a solid-phase radioi",0
informed consent was obtained for a protocol approved by the ethical committee of the newcastle health auth,0
"in agreement with other workers (l), we have demonstrated that a P_K was achieved 30 min after commencing",0
oxytocinase inhibition.,0
extraction was commenced within 60 min (fig. 1).,0
V_E_R_B P_K of inhibitor or delayed extraction result in degradation of ot.,0
extraction.,0
copyright Ã”Ã¸Î© 1990 american physiological society.,0
all rights reserved.,0
r22 P_K of oxytocin 14 1 t results a 0 c fig. 1.,0
c: inhibition at 60 min followed by immediate extraction.,0
radioimmunoassay of ot.,0
radiolabeled ot was produced by a modification of the technique described by greenwood (10).,0
cross-reactivity with neurohypophysial hormones and ot analogues was minimal (5); the relative displacement,0
measurement of oxytocinase.,0
oxytocinase activity was determined by s-benzyl-l-cysteine-4p-nitroanilide degradation (14).,0
the V_E_R_B in absorbance at 410 nm was determined at 37Ã”Ã¸Î©c for 10 min.,0
"the actual rates of infusion were, by design, different in the P_G and P_G states to achieve similar plasm",0
mcr of ot at different plasma P_K.,0
"b: nonpregnant, V_E_R_B infusion rate.",0
"c: P_G, V_E_R_B infusion rate.",0
"b: nonpregnant, V_E_R_B infusion rate.",0
"hatched bars, results from P_G women, and black bars, results from nonP_G women.",0
all rights reserved.,0
comparison of mcr during P_G and P_G.,0
S_T_U_D_Y between mcr and oxytocinase activity.,0
"indeed, we have been unable to demonstrate complete oxytocinase inhibition with V_E_R_B inhibitor P_K (4).",0
"similarly, unmatched groups of P_G, nonP_G, and male volunteers were studied by leake et al. (12).",0
"reassuringly, the reported (1, 2,8, 12) mcrs of ot in men and nonpregnant women (1.1-1.9 l/min, assuming a",0
"furthermore, the observation that the mcr of ot is independent of the plasma hormone concentration (within",0
it may be due to in vivo ot degradation by oxytocinase and/or P_G-associated changes in hepatic or renal fu,0
"the former is more likely, since an V_E_R_B in oxytocinase activity occurred in the same patients during P",0
